datetime=2026-02-02T00:18:00Z	cip=10.9.6.149	login=sadye.daugherty74	url=https://slack.com/login?id=yysVKL&ref=gqui	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=92	bytes_in=2964	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T14:13:08Z	cip=10.4.171.192	login=marlon99	url=https://cnn.com/live-updates?id=FiFUup&ref=VY3V	action=allowed	urlcat=News & Media	threatname=	respcode=302	bytes_out=722	bytes_in=38142	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-02T14:13:15Z	cip=10.4.171.192	login=marlon99	url=https://nytimes.com/world	action=allowed	urlcat=News & Media	threatname=	respcode=200	bytes_out=1389	bytes_in=2044	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-02T15:20:30Z	cip=10.4.0.89	login=abby5	url=https://box.com/upload?id=MAuFvE&ref=RCEC	action=allowed	urlcat=File Sharing	threatname=	respcode=201	bytes_out=558	bytes_in=13759	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=POST
datetime=2026-02-02T15:35:33Z	cip=10.4.161.218	login=eloisa.kilback	url=https://docusign.net/meetings/join?id=akorFs&ref=NDbh	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=1719	bytes_in=35519	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-02T15:39:33Z	cip=10.4.161.103	login=sammy.bogan1	url=https://atlassian.net/tickets	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=1506	bytes_in=19455	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-02T15:44:00Z	cip=10.4.161.206	login=jovan70	url=https://zoom.us/tickets	action=allowed	urlcat=Business	threatname=	respcode=201	bytes_out=1050	bytes_in=20004	useragent=Mozilla/5.0 (iPad; CPU OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-02T16:38:50Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/live?id=U1DBzt&ref=QEM7	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=77	bytes_in=1056	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:38:53Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/live	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=316	bytes_in=4238	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:38:56Z	cip=10.9.190.252	login=justina_gerlach	url=https://netflix.com/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=374	bytes_in=16457	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:38:59Z	cip=10.9.190.252	login=justina_gerlach	url=https://spotify.com/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=385	bytes_in=983	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:02Z	cip=10.9.190.252	login=justina_gerlach	url=https://twitch.tv/playlist?id=dQvY7p&ref=kwDF	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=60	bytes_in=2234	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:05Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/search?id=mrQ07G&ref=XDgw	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=392	bytes_in=10798	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:08Z	cip=10.9.190.252	login=justina_gerlach	url=https://netflix.com/browse	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=305	bytes_in=13900	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:11Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/playlist	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=141	bytes_in=17964	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:14Z	cip=10.9.190.252	login=justina_gerlach	url=https://netflix.com/browse	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=127	bytes_in=15038	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:17Z	cip=10.9.190.252	login=justina_gerlach	url=https://spotify.com/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=300	bytes_in=6634	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:20Z	cip=10.9.190.252	login=justina_gerlach	url=https://netflix.com/search?id=Nfbe3Z&ref=RwIy	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=336	bytes_in=16973	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:23Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/playlist	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=393	bytes_in=13813	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:26Z	cip=10.9.190.252	login=justina_gerlach	url=https://twitch.tv/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=364	bytes_in=7860	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:29Z	cip=10.9.190.252	login=justina_gerlach	url=https://netflix.com/live?id=iBqWXv&ref=xIsb	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=314	bytes_in=14887	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:32Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=140	bytes_in=13215	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:35Z	cip=10.9.190.252	login=justina_gerlach	url=https://youtube.com/browse	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=376	bytes_in=5509	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:39:38Z	cip=10.9.190.252	login=justina_gerlach	url=https://twitch.tv/browse?id=3fnVfm&ref=JiGq	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=126	bytes_in=14814	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-02T16:41:56Z	cip=10.4.18.33	login=reina.waters	url=https://drive.google.com/upload	action=allowed	urlcat=File Sharing	threatname=	respcode=200	bytes_out=345	bytes_in=35769	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:42:28Z	cip=10.4.18.33	login=reina.waters	url=https://netflix.com/playlist?id=vG5RAZ&ref=1PN8	action=allowed	urlcat=Streaming Media	threatname=	respcode=302	bytes_out=280	bytes_in=197909	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:42:45Z	cip=10.4.18.33	login=reina.waters	url=https://aws.amazon.com/questions	action=allowed	urlcat=Technology	threatname=	respcode=200	bytes_out=368	bytes_in=4187	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:43:15Z	cip=10.4.18.33	login=reina.waters	url=https://amazon.com/orders?id=JSd9Sm&ref=qdqe	action=blocked	urlcat=Shopping	threatname=	respcode=403	bytes_out=344	bytes_in=18263	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:43:43Z	cip=10.4.18.33	login=reina.waters	url=https://amazon.com/product?id=1wkXaN&ref=jdYN	action=allowed	urlcat=Shopping	threatname=	respcode=302	bytes_out=232	bytes_in=10751	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:44:10Z	cip=10.4.18.33	login=reina.waters	url=https://walmart.com/cart	action=allowed	urlcat=Shopping	threatname=	respcode=204	bytes_out=94	bytes_in=3062	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:44:34Z	cip=10.4.18.33	login=reina.waters	url=https://drive.google.com/download	action=allowed	urlcat=File Sharing	threatname=	respcode=302	bytes_out=251	bytes_in=22753	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=OPTIONS
datetime=2026-02-02T16:46:04Z	cip=10.4.0.89	login=abby5	url=https://target.com/orders	action=allowed	urlcat=Shopping	threatname=	respcode=204	bytes_out=819	bytes_in=28728	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-02T16:46:22Z	cip=10.4.0.89	login=abby5	url=https://spotify.com/browse?id=R373qx&ref=1voL	action=allowed	urlcat=Streaming Media	threatname=	respcode=204	bytes_out=223	bytes_in=413749	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:46:56Z	cip=10.4.0.89	login=abby5	url=https://twitch.tv/search	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=348	bytes_in=203751	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:47:32Z	cip=10.4.0.89	login=abby5	url=https://target.com/orders?id=iYCqu6&ref=4Avm	action=allowed	urlcat=Shopping	threatname=	respcode=200	bytes_out=358	bytes_in=10009	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=HEAD
datetime=2026-02-02T16:47:57Z	cip=10.4.0.89	login=abby5	url=https://facebook.com/profile?id=rViN9b&ref=seT3	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=84	bytes_in=7195	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T16:48:23Z	cip=10.4.0.89	login=abby5	url=https://ebay.com/product?id=0Xr00h&ref=0n32	action=allowed	urlcat=Shopping	threatname=	respcode=301	bytes_out=1003	bytes_in=29062	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-02T16:48:52Z	cip=10.4.0.89	login=abby5	url=https://cnn.com/article	action=allowed	urlcat=News & Media	threatname=	respcode=200	bytes_out=343	bytes_in=31219	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-02T16:49:17Z	cip=10.4.0.89	login=abby5	url=https://spotify.com/watch	action=blocked	urlcat=Streaming Media	threatname=	respcode=407	bytes_out=61	bytes_in=264572	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-02T17:32:27Z	cip=10.4.18.33	login=reina.waters	url=https://target.com/checkout	action=allowed	urlcat=Shopping	threatname=	respcode=200	bytes_out=211	bytes_in=21299	useragent=Mozilla/5.0 (iPad; CPU OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=GET
datetime=2026-02-02T17:33:25Z	cip=10.4.216.48	login=junior88	url=https://wetransfer.com/share	action=allowed	urlcat=File Sharing	threatname=	respcode=200	bytes_out=1393	bytes_in=38613	useragent=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-02T20:14:00Z	cip=10.9.35.71	login=randolph82	url=https://facebook.com/messages	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=165	bytes_in=18193	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=GET
datetime=2026-02-03T08:01:30Z	cip=10.4.0.89	login=abby5	url=https://box.com/share?id=GksktC&ref=Ptku	action=allowed	urlcat=File Sharing	threatname=	respcode=204	bytes_out=820	bytes_in=16864	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=PUT
datetime=2026-02-03T08:17:59Z	cip=10.4.18.33	login=reina.waters	url=https://salesforce.com/reports/quarterly	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=1703	bytes_in=34243	useragent=Mozilla/5.0 (iPad; CPU OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-03T09:06:56Z	cip=10.9.11.134	login=alice_wilderman46	url=https://instagram.com/profile	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=112	bytes_in=2674	useragent=python-requests/2.31.0	reqmethod=GET
datetime=2026-02-03T09:30:41Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=220	bytes_in=229	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:32:01Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=139	bytes_in=195	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:33:21Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=246	bytes_in=790	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:34:41Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=191	bytes_in=559	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:36:01Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=239	bytes_in=257	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:36:39Z	cip=10.4.249.243	login=abdullah59	url=https://salesforce.com/login?id=IqDVQ4&ref=QslF	action=allowed	urlcat=Business	threatname=	respcode=204	bytes_out=441	bytes_in=30839	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=POST
datetime=2026-02-03T09:37:21Z	cip=10.9.240.163	login=demarco.kohler55	url=https://instagram.com/explore	action=blocked	urlcat=Social Networking	threatname=	respcode=403	bytes_out=140	bytes_in=389	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T09:41:22Z	cip=10.4.171.192	login=marlon99	url=https://aws.amazon.com/console	action=allowed	urlcat=Technology	threatname=	respcode=201	bytes_out=1407	bytes_in=5351	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0	reqmethod=PUT
datetime=2026-02-03T10:01:37Z	cip=10.4.161.218	login=eloisa.kilback	url=https://stackoverflow.com/docs?id=8V50o6&ref=RVtq	action=allowed	urlcat=Technology	threatname=	respcode=201	bytes_out=639	bytes_in=12269	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-03T10:06:58Z	cip=10.9.95.112	login=saul_stanton	url=https://totally-legit-update.cc/download.exe?id=2UBmMC&ref=Cu0g	action=allowed	urlcat=Malware Sites	threatname=	respcode=200	bytes_out=97	bytes_in=3380	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-03T10:34:30Z	cip=10.4.216.48	login=junior88	url=https://salesforce.com/reports/quarterly	action=allowed	urlcat=Business	threatname=	respcode=201	bytes_out=365	bytes_in=17995	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-03T10:40:10Z	cip=10.4.18.33	login=reina.waters	url=https://npmjs.com/questions	action=allowed	urlcat=Technology	threatname=	respcode=201	bytes_out=1377	bytes_in=1303	useragent=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T10:54:42Z	cip=10.4.249.243	login=abdullah59	url=https://workday.com/login	action=allowed	urlcat=Business	threatname=	respcode=201	bytes_out=1239	bytes_in=3704	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T11:27:00Z	cip=10.4.117.65	login=della_bogisich	url=https://facebook.com/notifications?id=UkMCkO&ref=A04K	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=703	bytes_in=4128	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=POST
datetime=2026-02-03T11:27:21Z	cip=10.4.117.65	login=della_bogisich	url=https://mail.yahoo.com/sent	action=allowed	urlcat=Webmail	threatname=	respcode=204	bytes_out=332	bytes_in=33247	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-03T11:27:26Z	cip=10.4.117.65	login=della_bogisich	url=https://linkedin.com/profile	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=307	bytes_in=26478	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-03T11:27:35Z	cip=10.9.153.178	login=brown.jaskolski	url=https://workday.com/dashboard?id=7S0GLz&ref=JEsn	action=blocked	urlcat=Business	threatname=Win32.Trojan.Generic	respcode=403	bytes_out=380	bytes_in=1950	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=GET
datetime=2026-02-03T11:28:05Z	cip=10.4.117.65	login=della_bogisich	url=https://github.com/docs	action=allowed	urlcat=Technology	threatname=	respcode=200	bytes_out=1392	bytes_in=831	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=POST
datetime=2026-02-03T11:56:12Z	cip=10.4.117.65	login=della_bogisich	url=https://instagram.com/messages?id=HVQcjw&ref=zceL	action=allowed	urlcat=Social Networking	threatname=	respcode=302	bytes_out=1115	bytes_in=21260	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-03T11:56:43Z	cip=10.4.117.65	login=della_bogisich	url=https://dropbox.com/share	action=allowed	urlcat=File Sharing	threatname=	respcode=302	bytes_out=353	bytes_in=26808	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=GET
datetime=2026-02-03T11:57:17Z	cip=10.4.117.65	login=della_bogisich	url=https://outlook.office.com/compose	action=allowed	urlcat=Webmail	threatname=	respcode=301	bytes_out=1502	bytes_in=30255	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=POST
datetime=2026-02-03T11:57:43Z	cip=10.4.117.65	login=della_bogisich	url=https://instagram.com/messages?id=j4yaRz&ref=3iCk	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=154	bytes_in=26415	useragent=Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1	reqmethod=GET
datetime=2026-02-03T12:34:56Z	cip=10.9.12.241	login=tommy_balistreri	url=https://wetransfer.com/upload?id=PkpNDr&ref=fLbV	action=allowed	urlcat=File Sharing	threatname=	respcode=200	bytes_out=96418	bytes_in=262	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T13:27:28Z	cip=10.4.0.89	login=abby5	url=https://atlassian.net/tickets?id=rVEJM5&ref=An8c	action=allowed	urlcat=Business	threatname=	respcode=204	bytes_out=542	bytes_in=12840	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0	reqmethod=PUT
datetime=2026-02-03T13:32:50Z	cip=10.4.161.218	login=eloisa.kilback	url=https://dropbox.com/download	action=allowed	urlcat=File Sharing	threatname=	respcode=204	bytes_out=714	bytes_in=25664	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=PUT
datetime=2026-02-03T13:59:02Z	cip=10.4.216.48	login=junior88	url=https://npmjs.com/docs	action=allowed	urlcat=Technology	threatname=	respcode=201	bytes_out=834	bytes_in=35373	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-03T14:48:00Z	cip=10.4.181.255	login=edmund_skiles57	url=https://box.com/download?id=vHckpN&ref=uuqe	action=allowed	urlcat=File Sharing	threatname=	respcode=204	bytes_out=777	bytes_in=22915	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=PUT
